IND_UUID,IND_NAME,DIM_GEO_CODE_TYPE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME_TYPE,DIM_TIME,RATE_PER_100_N,RATE_PER_100_NL,RATE_PER_100_NU
E0D4E17,Intimate partner violence prevalence among ever partnered women in their lifetime (%),COUNTRY,064,Bhutan,YEAR,2018,22,14,33
