IND_UUID,IND_NAME,DIM_GEO_CODE_TYPE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME_TYPE,DIM_TIME,Sex,Age,RATE_PER_100_N
8074BD9,Family planning satisfied with modern methods,COUNTRY,064,Bhutan,YEAR,2010,Female,15 to 49 years,84.6
